model,threshold,precision_mean,precision_var,recall_mean,recall_var,f1_mean,f1_var,pos_acc_mean,neg_acc_mean
dwulff/mpnet-personality,0.11,0.6542124025835887,0.0002421390743195749,0.991522409123203,7.93665811915361e-06,0.7882118788146011,0.00014526964281783104,0.991522409123203,0.47594780842365436
dwulff/mpnet-personality,0.12,0.6810286939705479,0.00010818493284356209,0.9899364296907105,9.92124191461946e-06,0.8068884900297215,6.030448889974766e-05,0.9899364296907105,0.5362194615450859
dwulff/mpnet-personality,0.13,0.7136677228608236,0.00015208395460747086,0.9872253845371443,5.836793107407535e-06,0.8283989969078587,8.022430665034674e-05,0.9872253845371443,0.6039446528678433
dwulff/mpnet-personality,0.13999999999999999,0.7453545347059392,0.00017275868653407255,0.9831720575043835,1.4259195268294639e-05,0.8478404320383847,7.912603682145325e-05,0.9831720575043835,0.6643629873216776
dwulff/mpnet-personality,0.14999999999999997,0.7742361363691568,0.00012641749593662963,0.9779838402173638,1.2748608972326292e-05,0.8642238813518188,5.798387102644557e-05,0.9779838402173638,0.7150711584662062
dwulff/mpnet-personality,0.15999999999999998,0.794282034442292,0.00013248975892851577,0.9752234354103783,1.6469235022662167e-05,0.8754681135042031,6.557467725714947e-05,0.9752234354103783,0.7476262419479642
dwulff/mpnet-personality,0.16999999999999998,0.8235080145598499,0.0002181334795228881,0.9741644652005472,2.2352983145091646e-05,0.8924514065037881,8.320792441552903e-05,0.9741644652005472,0.7914195582024319
dwulff/mpnet-personality,0.17999999999999997,0.8436378934659372,0.00015029047924156752,0.9711099839088637,4.992763805806594e-05,0.9028510820545854,7.037701293998984e-05,0.9711099839088637,0.8200539655935568
dwulff/mpnet-personality,0.18999999999999995,0.8680649798442477,9.523756291557784e-05,0.9684245588641565,2.5186797967378476e-05,0.9154810080698865,4.655077622443521e-05,0.9684245588641565,0.8528762022334796
dwulff/mpnet-personality,0.19999999999999996,0.8885077785530944,3.558658251062585e-05,0.9649130963475818,3.683784383489993e-05,0.925125504769228,2.699943385470017e-05,0.9649130963475818,0.8788504400365624
dwulff/mpnet-personality,0.20999999999999996,0.9029501652987506,2.489617667146755e-05,0.959762454620666,2.4496023313728956e-05,0.930488524124961,2.3478585228529992e-05,0.959762454620666,0.8967550655598215
dwulff/mpnet-personality,0.21999999999999995,0.9164691268122954,4.2741123133816006e-05,0.9534994715481412,2.2286342053621636e-05,0.934614052280368,2.9735540777802908e-05,0.9534994715481412,0.9131024229565666
dwulff/mpnet-personality,0.22999999999999995,0.9255701208371514,4.115527515396344e-05,0.9492310592753196,1.8190756372167844e-05,0.9372417972943188,2.1216941484457942e-05,0.9492310592753196,0.923724965257855
dwulff/mpnet-personality,0.23999999999999994,0.9365533644923844,2.8482451000741665e-05,0.9456751888698337,2.5894166270937624e-05,0.9410815005174653,1.718821926197135e-05,0.9456751888698337,0.9358976236722679
dwulff/mpnet-personality,0.24999999999999992,0.9424641750498521,1.632106189395419e-05,0.9377679034645301,2.0955777250885247e-05,0.9400973155666492,6.558199981907608e-06,0.9377679034645301,0.9426639907172764
dwulff/mpnet-personality,0.2599999999999999,0.9508058193891442,1.4574993873880986e-05,0.9298498532438921,4.537594770659674e-05,0.940200048322486,2.0138686331652094e-05,0.9298498532438921,0.9519709197269813
dwulff/mpnet-personality,0.2699999999999999,0.9561343897996137,5.941273809269086e-06,0.9241494030319043,4.6514553326068025e-05,0.9398615793077942,1.9498799724802946e-05,0.9241494030319043,0.9576545431374107
dwulff/mpnet-personality,0.2799999999999999,0.9613521613288192,2.8138524707555873e-06,0.9176070274102767,8.222617819967718e-05,0.9389419694330199,1.8764589823856574e-05,0.9176070274102767,0.9630327904721518
dwulff/mpnet-personality,0.2899999999999999,0.9671009307592744,7.1332600585624186e-06,0.9107893630840028,0.00012231568834482554,0.9380700825866534,4.125826288377728e-05,0.9107893630840028,0.969053787536707
dwulff/mpnet-personality,0.29999999999999993,0.9697242414954609,6.439910998199228e-07,0.9040142260823412,0.0001158326688829483,0.9356866383387065,3.635342729593646e-05,0.9040142260823412,0.9717294747559265
dwulff/mpnet-personality,0.30999999999999994,0.9726182762800173,1.689262229381481e-06,0.8969883088448138,0.00013284650525833012,0.9332391321233662,4.356179796624749e-05,0.8969883088448138,0.9747308801806247
dwulff/mpnet-personality,0.3199999999999999,0.9748915511951992,4.455888858634321e-06,0.8864411179237932,8.708693034138776e-05,0.9285412043298372,3.011016959451213e-05,0.8864411179237932,0.9772015120753913
dwulff/mpnet-personality,0.32999999999999985,0.9767250824245283,8.971768468372523e-07,0.8774680299798516,9.824526575207043e-05,0.9244116147871534,3.175370404834761e-05,0.8774680299798516,0.9790838771605065
dwulff/mpnet-personality,0.33999999999999986,0.9792247765167238,6.487845541650709e-06,0.8684802581003149,7.037445001596803e-05,0.9205051037990843,1.855457030593462e-05,0.8684802581003149,0.9815080482293549
dwulff/mpnet-personality,0.34999999999999987,0.9820549643011482,4.64702948875251e-06,0.8621905432788519,0.00012252883211075576,0.9181875547887255,3.967785849723701e-05,0.8621905432788519,0.98425824118314
dwulff/mpnet-personality,0.3599999999999999,0.9842693943214185,5.906810853977714e-06,0.8526509899878463,0.0001653959760919834,0.9136972808224331,6.134882060836095e-05,0.8526509899878463,0.9864608082468329
dwulff/mpnet-personality,0.3699999999999999,0.9862740198108572,3.3270190482488186e-06,0.8420544394134062,0.000179280024742411,0.9084276209858414,7.024167203096145e-05,0.8420544394134062,0.9883443462182772
dwulff/mpnet-personality,0.3799999999999999,0.9870772836464262,3.0691455355101837e-06,0.8317066171526039,0.00023133785174698937,0.9026839902354744,8.441654984581302e-05,0.8317066171526039,0.9891540586863659
dwulff/mpnet-personality,0.3899999999999999,0.9881684225391604,2.3001173987125055e-06,0.8184562326848048,0.0002199331878688175,0.8952716286468039,8.256658314039678e-05,0.8184562326848048,0.9902379752072739
dwulff/mpnet-personality,0.3999999999999998,0.9906145258031765,5.494660349138424e-06,0.8086798275355751,0.00022293302644957867,0.8903871455630352,9.530736372055557e-05,0.8086798275355751,0.9924291182723998
dwulff/mpnet-personality,0.4099999999999998,0.9908174111530356,4.645441697661357e-06,0.7977911600365675,0.00024299592277775682,0.8838184112867318,0.00010468106056704207,0.7977911600365675,0.9927030908751396
dwulff/mpnet-personality,0.4199999999999998,0.9919962647364089,7.804977999960258e-06,0.7858060391297229,0.00029085446150222836,0.8768652666550791,0.00013496724079045653,0.7858060391297229,0.9938049604131589
dwulff/mpnet-personality,0.4299999999999998,0.9936178839482851,4.400809206914343e-06,0.7722408308370439,0.00030400930611778585,0.8689618368265819,0.00013833495595557815,0.7722408308370439,0.9951508034173779
dwulff/mpnet-personality,0.43999999999999984,0.994225034208171,5.63411301195828e-06,0.7595026792942132,0.0002766923261646368,0.8610662026676676,0.00012612420470516889,0.7595026792942132,0.9956987486228573
dwulff/mpnet-personality,0.44999999999999984,0.9944664932008429,8.19735437261322e-06,0.7455694340325385,0.00033529505102951703,0.8521057188604587,0.00015916289686145508,0.7455694340325385,0.995972721225597
dwulff/mpnet-personality,0.45999999999999985,0.9943763116897706,8.395247055671402e-06,0.7337068509729244,0.00021388272225504905,0.8443150982518188,0.00011013342458326457,0.7337068509729244,0.995972721225597
dwulff/mpnet-personality,0.46999999999999986,0.9942739324036116,8.769837791712438e-06,0.7208966328763617,0.00026908451859433637,0.8357103683505839,0.00013866366519790901,0.7208966328763617,0.995972721225597
dwulff/mpnet-personality,0.47999999999999976,0.9953476310715399,6.208276350188322e-06,0.710394869122233,0.0001965595918537419,0.8290052083735582,0.0001043030307733442,0.710394869122233,0.9967773081375665
dwulff/mpnet-personality,0.48999999999999977,0.9968308480720077,7.318996925688027e-06,0.6990097642739316,0.0001937089691145864,0.8217018921729569,0.000104462299061009,0.6990097642739316,0.9978558676522757
dwulff/mpnet-personality,0.4999999999999998,0.9975750494716011,3.943417234327641e-06,0.6836315358574541,0.00018562243634879502,0.8112196758559793,9.773579930287615e-05,0.6836315358574541,0.9983916075176247
dwulff/mpnet-personality,0.5099999999999998,0.997964065117627,3.189364644264817e-06,0.6693123566466392,0.00014767472578983856,0.8011846181089991,7.770266194434062e-05,0.6693123566466392,0.9986480177740347
dwulff/mpnet-personality,0.5199999999999998,0.9979246901828869,3.328614616588949e-06,0.6552705314289655,8.67894742669595e-05,0.7910488074406409,4.673483441166412e-05,0.6552705314289655,0.9986480177740347
dwulff/mpnet-personality,0.5299999999999998,0.9982911677322024,2.522657469270166e-06,0.6415168772830654,4.7227698142065494e-05,0.7810700366323359,2.5851872321633588e-05,0.6415168772830654,0.9989273473829734
dwulff/mpnet-personality,0.5399999999999998,0.9982617821381663,2.6095571796351576e-06,0.6267249212716852,3.726731368324679e-05,0.7699971124412589,1.821535467153349e-05,0.6267249212716852,0.9989273473829734
dwulff/mpnet-personality,0.5499999999999998,0.9995238095238095,9.070294784580434e-07,0.6085142081282238,8.947376380881867e-05,0.7564384476205774,5.426775108206048e-05,0.6085142081282238,0.9997435897435898
dwulff/mpnet-personality,0.5599999999999997,0.9995110024449877,9.564744352317012e-07,0.5946538117107675,0.00016243511506495775,0.7455949559085111,0.00010185031966753265,0.5946538117107675,0.9997435897435898
dwulff/mpnet-personality,0.5699999999999997,0.9994910941475826,1.0359406664982996e-06,0.5745059237520064,0.00017135097437850143,0.7295396675778504,0.00011356861411658063,0.5745059237520064,0.9997435897435898
dwulff/mpnet-personality,0.5799999999999997,0.9994722955145118,1.1138880960171853e-06,0.5568312754401714,0.00013502290311005548,0.7151363007131255,9.453515854239316e-05,0.5568312754401714,0.9997435897435898
dwulff/mpnet-personality,0.5899999999999997,0.9994550408719347,1.1879218050472177e-06,0.5399649094643997,0.00013472866013506762,0.7010652338551514,9.845024418972648e-05,0.5399649094643997,0.9997435897435898
dwulff/mpnet-personality,0.5999999999999998,0.9994301994301994,1.2986907573801731e-06,0.5223217599418147,0.00016965944403006747,0.6859928636895549,0.0001302455018438751,0.5223217599418147,0.9997435897435898
dwulff/mpnet-personality,0.6099999999999998,0.9994169096209913,1.3599775603702421e-06,0.5058619334110251,0.00013432503442060395,0.6716513264663136,0.000106586013262368,0.5058619334110251,0.9997435897435898
dwulff/mpnet-personality,0.6199999999999998,0.999388379204893,1.4963199880294582e-06,0.48813391396341216,0.0001668374326871279,0.6558084996401385,0.00014024446972404008,0.48813391396341216,0.9997435897435898
dwulff/mpnet-personality,0.6299999999999997,0.9993690851735015,1.5922140731821196e-06,0.4734506436363958,0.00013626235229520725,0.6424328334164148,0.00012040946340664162,0.4734506436363958,0.9997435897435898
dwulff/mpnet-personality,0.6399999999999997,0.9993377483443708,1.754309021534161e-06,0.45468645324136253,0.0001323144276555227,0.6249251905268997,0.00012485168543341913,0.45468645324136253,0.9997435897435898
dwulff/mpnet-personality,0.6499999999999997,0.9993150684931507,1.8765246762995082e-06,0.43687647985832373,0.00013538583935553459,0.6078807645684762,0.00013127131652123904,0.43687647985832373,0.9997435897435898
dwulff/mpnet-personality,0.6599999999999997,0.9993103448275862,1.9024970273484023e-06,0.42430306413774294,0.0001467652499634909,0.5955841107192266,0.00014247333801267468,0.42430306413774294,0.9997435897435898
dwulff/mpnet-personality,0.6699999999999997,0.9992700729927007,2.1311737439395346e-06,0.4062938639388263,0.00013738341213392118,0.5776070254099982,0.00014264557026015203,0.4062938639388263,0.9997435897435898
dwulff/mpnet-personality,0.6799999999999997,1.0,0.0,0.3884198469667731,0.00011003062612663123,0.5594315977015545,0.00011761947721991254,0.3884198469667731,1.0
dwulff/mpnet-personality,0.6899999999999997,1.0,0.0,0.3720161829046206,0.0001682458287780205,0.5421610099082873,0.00018978383721073895,0.3720161829046206,1.0
dwulff/mpnet-personality,0.6999999999999996,1.0,0.0,0.3537829342187761,0.00016368332385450265,0.5225260215685897,0.00019588663192909332,0.3537829342187761,1.0
dwulff/mpnet-personality,0.7099999999999996,1.0,0.0,0.33537106421289564,0.00010929241054443914,0.5021968366456194,0.0001384420513363438,0.33537106421289564,1.0
dwulff/mpnet-personality,0.7199999999999996,1.0,0.0,0.3182815766660788,0.00012389675513735924,0.4827648683983873,0.00016534151857219376,0.3182815766660788,1.0
dwulff/mpnet-personality,0.7299999999999996,1.0,0.0,0.2989893711366699,9.39220026527742e-05,0.46025547129142214,0.0001330284399727692,0.2989893711366699,1.0
dwulff/mpnet-personality,0.7399999999999997,1.0,0.0,0.28065238853096963,7.975784792664603e-05,0.4382199509191058,0.00011882499327196328,0.28065238853096963,1.0
dwulff/mpnet-personality,0.7499999999999997,1.0,0.0,0.2662976066864478,0.00011153059424547937,0.420482518354137,0.0001737554849239596,0.2662976066864478,1.0
dwulff/mpnet-personality,0.7599999999999997,1.0,0.0,0.25142281930600124,8.290571769411547e-05,0.40173435697013354,0.00013578038474805005,0.25142281930600124,1.0
dwulff/mpnet-personality,0.7699999999999997,1.0,0.0,0.23889881272108196,0.00010090608055509786,0.38555690363337025,0.00017172783200344817,0.23889881272108196,1.0
dwulff/mpnet-personality,0.7799999999999997,1.0,0.0,0.22429342199862373,9.624366392382502e-05,0.3662995753934538,0.00017206487969663423,0.22429342199862373,1.0
dwulff/mpnet-personality,0.7899999999999996,1.0,0.0,0.20628320252172613,0.00010925123236294422,0.34188975548616496,0.00020742593477364948,0.20628320252172613,1.0
dwulff/mpnet-personality,0.7999999999999996,1.0,0.0,0.1870423028396002,7.394496123029196e-05,0.3150513938796966,0.00014987549501093643,0.1870423028396002,1.0
dwulff/mpnet-personality,0.8099999999999996,1.0,0.0,0.17129305861601613,9.051481810231616e-05,0.2923724225425328,0.00019345945373544474,0.17129305861601613,1.0
dwulff/mpnet-personality,0.8199999999999996,1.0,0.0,0.15592098596622422,4.055458969899342e-05,0.2697254439465794,9.07688423566219e-05,0.15592098596622422,1.0
dwulff/mpnet-personality,0.8299999999999996,1.0,0.0,0.14234791270049038,3.534872688434824e-05,0.24917264850579263,8.240390266149225e-05,0.14234791270049038,1.0
dwulff/mpnet-personality,0.8399999999999996,1.0,0.0,0.1275184734911043,5.052906803266746e-05,0.22612263293326848,0.00012509047904234774,0.1275184734911043,1.0
dwulff/mpnet-personality,0.8499999999999996,1.0,0.0,0.11643435645213918,3.511264366121925e-05,0.2085318809410785,9.109889229893644e-05,0.11643435645213918,1.0
dwulff/mpnet-personality,0.8599999999999995,1.0,0.0,0.09982345875671383,6.152421112300287e-05,0.1814336763320579,0.00016879598614481477,0.09982345875671383,1.0
dwulff/mpnet-personality,0.8699999999999996,1.0,0.0,0.08646863429334836,2.7736482184532892e-05,0.1591305395127817,7.940114616369917e-05,0.08646863429334836,1.0
dwulff/mpnet-personality,0.8799999999999996,1.0,0.0,0.07488322050267907,2.4008010711002948e-05,0.13929412786071743,7.180680044054677e-05,0.07488322050267907,1.0
dwulff/mpnet-personality,0.8899999999999996,1.0,0.0,0.06292585062275367,6.486867897497749e-06,0.1183904102815995,2.0294319659310804e-05,0.06292585062275367,1.0
